[Shoot] 時間:  0.22s | 弾数: 59/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 91.37s | 弾数: 26/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 91.45s | 弾数: 25/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 91.53s | 弾数: 24/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 91.62s | 弾数: 23/60  | Pellets: 1 | Dmg:     9,397 | Buffs: None
[Shoot] 時間: 91.70s | 弾数: 22/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 91.78s | 弾数: 21/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 91.87s | 弾数: 20/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 91.95s | 弾数: 19/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 92.03s | 弾数: 18/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 92.12s | 弾数: 17/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 92.20s | 弾数: 16/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 92.28s | 弾数: 15/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 92.37s | 弾数: 14/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 92.45s | 弾数: 13/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 92.53s | 弾数: 12/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 92.62s | 弾数: 11/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 92.70s | 弾数: 10/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 92.78s | 弾数:  9/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 92.87s | 弾数:  8/60  | Pellets: 1 | Dmg:     9,397 | Buffs: None
[Shoot] 時間: 92.95s | 弾数:  7/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 93.03s | 弾数:  6/60  | Pellets: 1 | Dmg:     9,397 | Buffs: None
[Shoot] 時間: 93.12s | 弾数:  5/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 93.20s | 弾数:  4/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 93.28s | 弾数:  3/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間: 93.37s | 弾数:  2/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間: 93.45s | 弾数:  1/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 93.53s | 弾数:  0/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Buff] Applied S2: 整備補給 (攻撃力) (atk_buff_fixed: 2966.8194) to レイ（仮称）
[Shoot] 時間: 95.42s | 弾数: 59/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 95.50s | 弾数: 58/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 95.58s | 弾数: 57/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 95.67s | 弾数: 56/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 95.75s | 弾数: 55/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 95.83s | 弾数: 54/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 95.92s | 弾数: 53/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.00s | 弾数: 52/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.08s | 弾数: 51/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.17s | 弾数: 50/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.25s | 弾数: 49/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.33s | 弾数: 48/60  | Pellets: 1 | Dmg:    12,586 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.42s | 弾数: 47/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.50s | 弾数: 46/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.58s | 弾数: 45/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.67s | 弾数: 44/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.75s | 弾数: 43/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.83s | 弾数: 42/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 96.92s | 弾数: 41/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.00s | 弾数: 40/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.08s | 弾数: 39/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.17s | 弾数: 38/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.25s | 弾数: 37/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.33s | 弾数: 36/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.42s | 弾数: 35/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.50s | 弾数: 34/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.58s | 弾数: 33/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.67s | 弾数: 32/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.75s | 弾数: 31/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.83s | 弾数: 30/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 97.92s | 弾数: 29/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.00s | 弾数: 28/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.08s | 弾数: 27/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.17s | 弾数: 26/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.25s | 弾数: 25/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.33s | 弾数: 24/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.42s | 弾数: 23/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.50s | 弾数: 22/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.58s | 弾数: 21/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.67s | 弾数: 20/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.75s | 弾数: 19/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.83s | 弾数: 18/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 98.92s | 弾数: 17/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.00s | 弾数: 16/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.08s | 弾数: 15/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.17s | 弾数: 14/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.25s | 弾数: 13/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.33s | 弾数: 12/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.42s | 弾数: 11/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.50s | 弾数: 10/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.58s | 弾数:  9/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.67s | 弾数:  8/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.75s | 弾数:  7/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.83s | 弾数:  6/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間: 99.92s | 弾数:  5/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:100.00s | 弾数:  4/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:100.08s | 弾数:  3/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:100.17s | 弾数:  2/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:100.25s | 弾数:  1/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:100.33s | 弾数:  0/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:102.22s | 弾数: 59/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:102.30s | 弾数: 58/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:102.38s | 弾数: 57/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:102.47s | 弾数: 56/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:102.55s | 弾数: 55/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:102.63s | 弾数: 54/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:102.72s | 弾数: 53/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:102.80s | 弾数: 52/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:102.88s | 弾数: 51/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:102.97s | 弾数: 50/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.05s | 弾数: 49/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.13s | 弾数: 48/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.22s | 弾数: 47/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.30s | 弾数: 46/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.38s | 弾数: 45/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.47s | 弾数: 44/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.55s | 弾数: 43/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.63s | 弾数: 42/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.72s | 弾数: 41/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.80s | 弾数: 40/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.88s | 弾数: 39/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:103.97s | 弾数: 38/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.05s | 弾数: 37/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.13s | 弾数: 36/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.22s | 弾数: 35/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.30s | 弾数: 34/60  | Pellets: 1 | Dmg:    12,586 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.38s | 弾数: 33/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.47s | 弾数: 32/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.55s | 弾数: 31/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.63s | 弾数: 30/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.72s | 弾数: 29/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.80s | 弾数: 28/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.88s | 弾数: 27/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:104.97s | 弾数: 26/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:105.05s | 弾数: 25/60  | Pellets: 1 | Dmg:    12,586 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:105.13s | 弾数: 24/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:105.22s | 弾数: 23/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:105.30s | 弾数: 22/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:105.38s | 弾数: 21/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:105.47s | 弾数: 20/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:105.55s | 弾数: 19/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:105.63s | 弾数: 18/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:105.72s | 弾数: 17/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:105.80s | 弾数: 16/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:105.88s | 弾数: 15/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:105.97s | 弾数: 14/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:106.05s | 弾数: 13/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:106.13s | 弾数: 12/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:106.22s | 弾数: 11/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:106.30s | 弾数: 10/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:106.38s | 弾数:  9/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:106.47s | 弾数:  8/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:106.55s | 弾数:  7/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間:106.63s | 弾数:  6/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:106.72s | 弾数:  5/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:106.80s | 弾数:  4/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:106.88s | 弾数:  3/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間:106.97s | 弾数:  2/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:107.05s | 弾数:  1/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:107.13s | 弾数:  0/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:109.02s | 弾数: 59/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:109.10s | 弾数: 58/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:109.18s | 弾数: 57/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:109.27s | 弾数: 56/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:109.35s | 弾数: 55/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:109.43s | 弾数: 54/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:109.52s | 弾数: 53/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:109.60s | 弾数: 52/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:109.68s | 弾数: 51/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:109.77s | 弾数: 50/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:109.85s | 弾数: 49/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:109.93s | 弾数: 48/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:110.02s | 弾数: 47/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:110.10s | 弾数: 46/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:110.18s | 弾数: 45/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:110.27s | 弾数: 44/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:110.35s | 弾数: 43/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Burst] Activate!
[Buff] Applied S2: 整備補給 (攻撃力) (atk_buff_fixed: 2966.8194) to レイ（仮称）
[Buff] Applied Burst: 攻撃態勢_Stage_0 (dummy_mode: 1) to レイ（仮称）
[Buff] Applied Burst: 攻撃態勢_Stage_1 (atk_dmg_buff: 0.359) to レイ（仮称）
[Buff] Applied Burst: 攻撃態勢_Stage_2 (atk_buff_fixed: 16191.014400000002) to レイ（仮称）
[Skill Dmg] 時間:110.40s | 名前:Burst: 攻撃態勢_Stage_3       | Dmg:   601,679 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Buff] Applied Burst: 攻撃態勢 (ダミー) (buff: 0) to レイ（仮称）
[Shoot] 時間:110.43s | 弾数: 42/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:110.52s | 弾数: 41/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:110.60s | 弾数: 40/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:110.60s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:110.68s | 弾数: 39/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:110.77s | 弾数: 38/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:110.85s | 弾数: 37/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:110.93s | 弾数: 36/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.02s | 弾数: 35/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.10s | 弾数: 34/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.18s | 弾数: 33/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:111.18s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.27s | 弾数: 32/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.35s | 弾数: 31/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.43s | 弾数: 30/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.52s | 弾数: 29/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.60s | 弾数: 28/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.68s | 弾数: 27/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.77s | 弾数: 26/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:111.77s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.85s | 弾数: 25/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:111.93s | 弾数: 24/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.02s | 弾数: 23/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.10s | 弾数: 22/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.18s | 弾数: 21/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.27s | 弾数: 20/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.35s | 弾数: 19/60  | Pellets: 1 | Dmg:    26,815 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:112.35s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   348,016 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.43s | 弾数: 18/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.52s | 弾数: 17/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.60s | 弾数: 16/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.68s | 弾数: 15/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.77s | 弾数: 14/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.85s | 弾数: 13/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:112.93s | 弾数: 12/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:112.93s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
