[Shoot] 時間:  0.22s | 弾数:299/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:105.55s | 弾数:290/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:105.65s | 弾数:289/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:105.75s | 弾数:288/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:105.85s | 弾数:287/300 | Pellets: 1 | Dmg:     3,495 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:105.95s | 弾数:286/300 | Pellets: 1 | Dmg:     3,495 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:106.05s | 弾数:285/300 | Pellets: 1 | Dmg:     3,495 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:106.15s | 弾数:284/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:106.25s | 弾数:283/300 | Pellets: 1 | Dmg:     3,495 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:106.35s | 弾数:282/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:106.45s | 弾数:281/300 | Pellets: 1 | Dmg:     3,495 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:106.55s | 弾数:280/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:106.65s | 弾数:279/300 | Pellets: 1 | Dmg:     3,495 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:106.73s | 弾数:278/300 | Pellets: 1 | Dmg:     3,495 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:106.82s | 弾数:277/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:106.90s | 弾数:276/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:106.98s | 弾数:275/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:107.07s | 弾数:274/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:107.15s | 弾数:273/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:107.23s | 弾数:272/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:107.32s | 弾数:271/300 | Pellets: 1 | Dmg:     2,796 | Buffs: mg_warmup_speed:-0.50 | dummy_heal:0.04
[Shoot] 時間:107.40s | 弾数:270/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:107.48s | 弾数:269/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:107.57s | 弾数:268/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:107.65s | 弾数:267/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:107.73s | 弾数:266/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:107.82s | 弾数:265/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:107.90s | 弾数:264/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:107.93s | 弾数:263/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:107.97s | 弾数:262/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:108.00s | 弾数:261/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.03s | 弾数:260/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.07s | 弾数:259/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:108.10s | 弾数:258/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.13s | 弾数:257/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:108.17s | 弾数:256/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.20s | 弾数:255/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.23s | 弾数:254/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.27s | 弾数:253/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:108.30s | 弾数:252/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.33s | 弾数:251/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.37s | 弾数:250/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Skill Dmg] 時間:108.37s | 名前:S1: アンチA.T.フィールド (通常)     | Dmg:   120,579 | Hits:1 | Buffs:None
[Shoot] 時間:108.40s | 弾数:249/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.42s | 弾数:248/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.43s | 弾数:247/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.45s | 弾数:246/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.47s | 弾数:245/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.48s | 弾数:244/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.50s | 弾数:243/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.52s | 弾数:242/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:108.53s | 弾数:241/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.55s | 弾数:240/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.57s | 弾数:239/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.58s | 弾数:238/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.60s | 弾数:237/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.62s | 弾数:236/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.63s | 弾数:235/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.65s | 弾数:234/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.67s | 弾数:233/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.68s | 弾数:232/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:108.70s | 弾数:231/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:108.72s | 弾数:230/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.73s | 弾数:229/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.75s | 弾数:228/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.77s | 弾数:227/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.78s | 弾数:226/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.80s | 弾数:225/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.82s | 弾数:224/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.83s | 弾数:223/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:108.85s | 弾数:222/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.87s | 弾数:221/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:108.88s | 弾数:220/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.90s | 弾数:219/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.92s | 弾数:218/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.93s | 弾数:217/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.95s | 弾数:216/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.97s | 弾数:215/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:108.98s | 弾数:214/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.00s | 弾数:213/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.02s | 弾数:212/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.03s | 弾数:211/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.05s | 弾数:210/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.07s | 弾数:209/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.08s | 弾数:208/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.10s | 弾数:207/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.12s | 弾数:206/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.13s | 弾数:205/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:109.15s | 弾数:204/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.17s | 弾数:203/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.18s | 弾数:202/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:109.20s | 弾数:201/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.22s | 弾数:200/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Skill Dmg] 時間:109.22s | 名前:S1: アンチA.T.フィールド (通常)     | Dmg:   180,869 | Hits:1 | Buffs:None
[Shoot] 時間:109.23s | 弾数:199/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.25s | 弾数:198/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.27s | 弾数:197/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.28s | 弾数:196/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.30s | 弾数:195/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.32s | 弾数:194/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.33s | 弾数:193/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.35s | 弾数:192/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.37s | 弾数:191/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.38s | 弾数:190/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:109.40s | 弾数:189/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.42s | 弾数:188/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:109.43s | 弾数:187/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.45s | 弾数:186/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:109.47s | 弾数:185/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.48s | 弾数:184/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.50s | 弾数:183/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.52s | 弾数:182/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.53s | 弾数:181/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.55s | 弾数:180/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.57s | 弾数:179/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.58s | 弾数:178/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.60s | 弾数:177/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.62s | 弾数:176/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.63s | 弾数:175/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.65s | 弾数:174/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.67s | 弾数:173/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:109.68s | 弾数:172/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.70s | 弾数:171/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.72s | 弾数:170/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.73s | 弾数:169/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.75s | 弾数:168/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.77s | 弾数:167/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.78s | 弾数:166/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:109.80s | 弾数:165/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.82s | 弾数:164/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:109.83s | 弾数:163/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.85s | 弾数:162/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.87s | 弾数:161/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.88s | 弾数:160/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.90s | 弾数:159/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.92s | 弾数:158/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.93s | 弾数:157/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.95s | 弾数:156/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.97s | 弾数:155/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:109.98s | 弾数:154/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.00s | 弾数:153/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.02s | 弾数:152/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.03s | 弾数:151/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.05s | 弾数:150/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Skill Dmg] 時間:110.05s | 名前:S1: アンチA.T.フィールド (通常)     | Dmg:   180,869 | Hits:1 | Buffs:None
[Shoot] 時間:110.07s | 弾数:149/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.08s | 弾数:148/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.10s | 弾数:147/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.12s | 弾数:146/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.13s | 弾数:145/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.15s | 弾数:144/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.17s | 弾数:143/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.18s | 弾数:142/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.20s | 弾数:141/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.22s | 弾数:140/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.23s | 弾数:139/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.25s | 弾数:138/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.27s | 弾数:137/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.28s | 弾数:136/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.30s | 弾数:135/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.32s | 弾数:134/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.33s | 弾数:133/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.35s | 弾数:132/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.37s | 弾数:131/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.38s | 弾数:130/300 | Pellets: 1 | Dmg:     2,796 | Buffs: None
[Shoot] 時間:110.40s | 弾数:129/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.42s | 弾数:128/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.43s | 弾数:127/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.45s | 弾数:126/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.47s | 弾数:125/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.48s | 弾数:124/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.50s | 弾数:123/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.52s | 弾数:122/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.53s | 弾数:121/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.55s | 弾数:120/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.57s | 弾数:119/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.58s | 弾数:118/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.60s | 弾数:117/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.62s | 弾数:116/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.63s | 弾数:115/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.65s | 弾数:114/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.67s | 弾数:113/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.68s | 弾数:112/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.70s | 弾数:111/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.72s | 弾数:110/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.73s | 弾数:109/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.75s | 弾数:108/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.77s | 弾数:107/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.78s | 弾数:106/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.80s | 弾数:105/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.82s | 弾数:104/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.83s | 弾数:103/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.85s | 弾数:102/300 | Pellets: 1 | Dmg:     4,193 | Buffs: None
[Shoot] 時間:110.87s | 弾数:101/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.88s | 弾数:100/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Skill Dmg] 時間:110.88s | 名前:S1: アンチA.T.フィールド (通常)     | Dmg:   241,158 | Hits:1 | Buffs:None
[Shoot] 時間:110.90s | 弾数: 99/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.92s | 弾数: 98/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.93s | 弾数: 97/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.95s | 弾数: 96/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.97s | 弾数: 95/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:110.98s | 弾数: 94/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.00s | 弾数: 93/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.02s | 弾数: 92/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.03s | 弾数: 91/300 | Pellets: 1 | Dmg:     4,193 | Buffs: None
[Shoot] 時間:111.05s | 弾数: 90/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.07s | 弾数: 89/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.08s | 弾数: 88/300 | Pellets: 1 | Dmg:     4,193 | Buffs: None
[Shoot] 時間:111.10s | 弾数: 87/300 | Pellets: 1 | Dmg:     4,193 | Buffs: None
[Shoot] 時間:111.12s | 弾数: 86/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.13s | 弾数: 85/300 | Pellets: 1 | Dmg:     4,193 | Buffs: None
[Shoot] 時間:111.15s | 弾数: 84/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.17s | 弾数: 83/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.18s | 弾数: 82/300 | Pellets: 1 | Dmg:     4,193 | Buffs: None
[Shoot] 時間:111.20s | 弾数: 81/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.22s | 弾数: 80/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.23s | 弾数: 79/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.25s | 弾数: 78/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.27s | 弾数: 77/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.28s | 弾数: 76/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.30s | 弾数: 75/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.32s | 弾数: 74/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.33s | 弾数: 73/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.35s | 弾数: 72/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.37s | 弾数: 71/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.38s | 弾数: 70/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.40s | 弾数: 69/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.42s | 弾数: 68/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.43s | 弾数: 67/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.45s | 弾数: 66/300 | Pellets: 1 | Dmg:     4,193 | Buffs: None
[Shoot] 時間:111.47s | 弾数: 65/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.48s | 弾数: 64/300 | Pellets: 1 | Dmg:     4,193 | Buffs: None
[Shoot] 時間:111.50s | 弾数: 63/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.52s | 弾数: 62/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.53s | 弾数: 61/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.55s | 弾数: 60/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.57s | 弾数: 59/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.58s | 弾数: 58/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.60s | 弾数: 57/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.62s | 弾数: 56/300 | Pellets: 1 | Dmg:     4,193 | Buffs: None
[Shoot] 時間:111.63s | 弾数: 55/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.65s | 弾数: 54/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.67s | 弾数: 53/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.68s | 弾数: 52/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.70s | 弾数: 51/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.72s | 弾数: 50/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Skill Dmg] 時間:111.72s | 名前:S1: アンチA.T.フィールド (通常)     | Dmg:   180,869 | Hits:1 | Buffs:None
[Shoot] 時間:111.73s | 弾数: 49/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.75s | 弾数: 48/300 | Pellets: 1 | Dmg:     4,193 | Buffs: None
[Shoot] 時間:111.77s | 弾数: 47/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.78s | 弾数: 46/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.80s | 弾数: 45/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.82s | 弾数: 44/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.83s | 弾数: 43/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.85s | 弾数: 42/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.87s | 弾数: 41/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
[Shoot] 時間:111.88s | 弾数: 40/300 | Pellets: 1 | Dmg:     3,495 | Buffs: None
