[Buff] Applied S1: インパクトエグゾスパイン (クリ率) (crit_rate_buff: 0.6) to イヴ
[Buff] Applied S2: イーグルアイエグゾスパイン (開幕バフ)_Stage_0 (atk_buff_fixed: 12777.0) to イヴ
[Buff] Applied S2: イーグルアイエグゾスパイン (開幕バフ)_Stage_1 (max_ammo_rate: 0.25) to イヴ
[Shoot] 時間:  0.22s | 弾数: 59/75  | Pellets: 1 | Dmg:    13,080 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 89.90s | 弾数: 70/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 89.98s | 弾数: 69/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.07s | 弾数: 68/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.15s | 弾数: 67/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.23s | 弾数: 66/75  | Pellets: 1 | Dmg:    17,266 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.32s | 弾数: 65/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.40s | 弾数: 64/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.48s | 弾数: 63/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.57s | 弾数: 62/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.65s | 弾数: 61/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.73s | 弾数: 60/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.82s | 弾数: 59/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.90s | 弾数: 58/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 90.98s | 弾数: 57/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.07s | 弾数: 56/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.15s | 弾数: 55/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.23s | 弾数: 54/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.32s | 弾数: 53/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.40s | 弾数: 52/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.48s | 弾数: 51/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.57s | 弾数: 50/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.65s | 弾数: 49/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.73s | 弾数: 48/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.82s | 弾数: 47/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.90s | 弾数: 46/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 91.98s | 弾数: 45/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.07s | 弾数: 44/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.15s | 弾数: 43/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.23s | 弾数: 42/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.32s | 弾数: 41/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.40s | 弾数: 40/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.48s | 弾数: 39/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.57s | 弾数: 38/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.65s | 弾数: 37/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.73s | 弾数: 36/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.82s | 弾数: 35/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.90s | 弾数: 34/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 92.98s | 弾数: 33/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.07s | 弾数: 32/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.15s | 弾数: 31/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.23s | 弾数: 30/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.32s | 弾数: 29/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.40s | 弾数: 28/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.48s | 弾数: 27/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.57s | 弾数: 26/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.65s | 弾数: 25/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.73s | 弾数: 24/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.82s | 弾数: 23/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.90s | 弾数: 22/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 93.98s | 弾数: 21/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 94.07s | 弾数: 20/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Skill Dmg] 時間: 94.07s | 名前:S1: 不安定エネルギー (通常)_Stage_0 | Dmg:   455,372 | Hits:3 | Buffs:crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Debuff] Applied S1: 不安定エネルギー (通常)_Stage_1 (taken_dmg_debuff) to Enemy (Shared)
[Shoot] 時間: 94.15s | 弾数: 19/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 94.23s | 弾数: 18/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 94.32s | 弾数: 17/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 94.40s | 弾数: 16/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 94.48s | 弾数: 15/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 94.57s | 弾数: 14/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 94.65s | 弾数: 13/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 94.73s | 弾数: 12/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 94.82s | 弾数: 11/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 94.90s | 弾数: 10/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 94.98s | 弾数:  9/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 95.07s | 弾数:  8/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 95.15s | 弾数:  7/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 95.23s | 弾数:  6/75  | Pellets: 1 | Dmg:    11,511 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Shoot] 時間: 95.32s | 弾数:  5/75  | Pellets: 1 | Dmg:    14,388 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:12777.00 | max_ammo_rate:0.25
[Burst] Activate!
[Buff] Applied Burst: カウンターチェーン_Stage_0 (special_skill_dmg_buff: 1.0) to イヴ
[Buff] Applied Burst: カウンターチェーン_Stage_1 (atk_buff_fixed: 12777.0) to イヴ
[Shoot] 時間: 95.40s | 弾数:  4/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 95.48s | 弾数:  3/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 95.57s | 弾数:  2/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 95.65s | 弾数:  1/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 95.73s | 弾数:  0/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 97.12s | 弾数: 74/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 97.20s | 弾数: 73/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 97.28s | 弾数: 72/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 97.37s | 弾数: 71/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 97.45s | 弾数: 70/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 97.53s | 弾数: 69/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 97.62s | 弾数: 68/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 97.70s | 弾数: 67/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 97.78s | 弾数: 66/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 97.87s | 弾数: 65/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 97.95s | 弾数: 64/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.03s | 弾数: 63/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.12s | 弾数: 62/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.20s | 弾数: 61/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.28s | 弾数: 60/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.37s | 弾数: 59/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.45s | 弾数: 58/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.53s | 弾数: 57/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.62s | 弾数: 56/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.70s | 弾数: 55/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.78s | 弾数: 54/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.87s | 弾数: 53/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 98.95s | 弾数: 52/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.03s | 弾数: 51/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.12s | 弾数: 50/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.20s | 弾数: 49/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.28s | 弾数: 48/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.37s | 弾数: 47/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.45s | 弾数: 46/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.53s | 弾数: 45/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.62s | 弾数: 44/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.70s | 弾数: 43/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.78s | 弾数: 42/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.87s | 弾数: 41/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間: 99.95s | 弾数: 40/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:100.03s | 弾数: 39/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:100.12s | 弾数: 38/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:100.20s | 弾数: 37/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:100.28s | 弾数: 36/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:100.37s | 弾数: 35/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:100.45s | 弾数: 34/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:100.53s | 弾数: 33/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:100.62s | 弾数: 32/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Skill Dmg] 時間:100.62s | 名前:S1: 不安定エネルギー (通常)_Stage_0 | Dmg: 1,619,101 | Hits:3 | Buffs:crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Debuff] Applied S1: 不安定エネルギー (通常)_Stage_1 (taken_dmg_debuff) to Enemy (Shared)
[Shoot] 時間:100.70s | 弾数: 31/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:100.78s | 弾数: 30/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:100.87s | 弾数: 29/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:100.95s | 弾数: 28/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:101.03s | 弾数: 27/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:101.12s | 弾数: 26/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:101.20s | 弾数: 25/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:101.28s | 弾数: 24/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:101.37s | 弾数: 23/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:101.45s | 弾数: 22/75  | Pellets: 1 | Dmg:    19,185 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:101.53s | 弾数: 21/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:101.62s | 弾数: 20/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:101.70s | 弾数: 19/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
[Shoot] 時間:101.78s | 弾数: 18/75  | Pellets: 1 | Dmg:    23,022 | Buffs: crit_rate_buff:0.60 | atk_buff_fixed:25554.00 | max_ammo_rate:0.25 | special_skill_dmg_buff:1.00
