[Barrier] キロ applied Shield (nano_coating) (Val:0.2112, Dur:99999s)
[Shoot] 時間: 84.47s | 弾数:146/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 84.50s | 弾数:145/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.53s | 弾数:144/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.57s | 弾数:143/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.60s | 弾数:142/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 84.63s | 弾数:141/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.67s | 弾数:140/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.70s | 弾数:139/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.73s | 弾数:138/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.77s | 弾数:137/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.80s | 弾数:136/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.83s | 弾数:135/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.87s | 弾数:134/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 84.90s | 弾数:133/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.93s | 弾数:132/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 84.97s | 弾数:131/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 85.00s | 弾数:130/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.03s | 弾数:129/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 85.07s | 弾数:128/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.10s | 弾数:127/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.13s | 弾数:126/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.17s | 弾数:125/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.20s | 弾数:124/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 85.23s | 弾数:123/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.27s | 弾数:122/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.30s | 弾数:121/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.33s | 弾数:120/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.37s | 弾数:119/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.40s | 弾数:118/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.43s | 弾数:117/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.47s | 弾数:116/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.50s | 弾数:115/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.53s | 弾数:114/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 85.57s | 弾数:113/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.60s | 弾数:112/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 85.63s | 弾数:111/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.67s | 弾数:110/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.70s | 弾数:109/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.73s | 弾数:108/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 85.77s | 弾数:107/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.80s | 弾数:106/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.83s | 弾数:105/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.87s | 弾数:104/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.90s | 弾数:103/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 85.93s | 弾数:102/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 85.97s | 弾数:101/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.00s | 弾数:100/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Buff] Applied Skill 2: 自己修復 (バリア回復) (dummy_effect: 0.0285) to キロ
[Shoot] 時間: 86.03s | 弾数: 99/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 86.07s | 弾数: 98/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.10s | 弾数: 97/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.13s | 弾数: 96/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.17s | 弾数: 95/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.20s | 弾数: 94/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.23s | 弾数: 93/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.27s | 弾数: 92/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 86.30s | 弾数: 91/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 86.33s | 弾数: 90/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.37s | 弾数: 89/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.40s | 弾数: 88/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 86.43s | 弾数: 87/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.47s | 弾数: 86/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.50s | 弾数: 85/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.53s | 弾数: 84/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 86.57s | 弾数: 83/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.60s | 弾数: 82/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.63s | 弾数: 81/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 86.67s | 弾数: 80/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 86.70s | 弾数: 79/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.73s | 弾数: 78/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.77s | 弾数: 77/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 86.80s | 弾数: 76/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.83s | 弾数: 75/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.87s | 弾数: 74/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.90s | 弾数: 73/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.93s | 弾数: 72/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 86.97s | 弾数: 71/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.00s | 弾数: 70/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.03s | 弾数: 69/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 87.07s | 弾数: 68/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.10s | 弾数: 67/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.13s | 弾数: 66/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.17s | 弾数: 65/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.20s | 弾数: 64/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.23s | 弾数: 63/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.27s | 弾数: 62/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.30s | 弾数: 61/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.33s | 弾数: 60/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.37s | 弾数: 59/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.40s | 弾数: 58/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.43s | 弾数: 57/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.47s | 弾数: 56/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 87.50s | 弾数: 55/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.53s | 弾数: 54/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.57s | 弾数: 53/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 87.60s | 弾数: 52/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.63s | 弾数: 51/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.67s | 弾数: 50/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.70s | 弾数: 49/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.73s | 弾数: 48/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 87.77s | 弾数: 47/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 87.80s | 弾数: 46/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.83s | 弾数: 45/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.87s | 弾数: 44/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.90s | 弾数: 43/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.93s | 弾数: 42/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 87.97s | 弾数: 41/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.00s | 弾数: 40/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.03s | 弾数: 39/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.07s | 弾数: 38/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.10s | 弾数: 37/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.13s | 弾数: 36/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.17s | 弾数: 35/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.20s | 弾数: 34/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.23s | 弾数: 33/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 88.27s | 弾数: 32/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.30s | 弾数: 31/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.33s | 弾数: 30/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.37s | 弾数: 29/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.40s | 弾数: 28/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.43s | 弾数: 27/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 88.47s | 弾数: 26/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.50s | 弾数: 25/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 88.53s | 弾数: 24/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.57s | 弾数: 23/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.60s | 弾数: 22/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.63s | 弾数: 21/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.67s | 弾数: 20/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 88.70s | 弾数: 19/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 88.73s | 弾数: 18/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 88.77s | 弾数: 17/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.80s | 弾数: 16/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.83s | 弾数: 15/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.87s | 弾数: 14/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.90s | 弾数: 13/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.93s | 弾数: 12/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 88.97s | 弾数: 11/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 89.00s | 弾数: 10/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 89.03s | 弾数:  9/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 89.07s | 弾数:  8/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 89.10s | 弾数:  7/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 89.13s | 弾数:  6/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 89.17s | 弾数:  5/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 89.20s | 弾数:  4/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 89.23s | 弾数:  3/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 89.27s | 弾数:  2/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 89.30s | 弾数:  1/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 89.33s | 弾数:  0/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Action] Reloading... (150 frames)
[Action] Reload Complete. Ammo: 300
[Shoot] 時間: 92.22s | 弾数:299/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 92.62s | 弾数:298/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 92.83s | 弾数:297/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 93.05s | 弾数:296/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 93.22s | 弾数:295/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 93.38s | 弾数:294/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 93.55s | 弾数:293/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 93.68s | 弾数:292/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 93.82s | 弾数:291/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 93.95s | 弾数:290/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 94.08s | 弾数:289/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 94.20s | 弾数:288/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 94.32s | 弾数:287/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 94.43s | 弾数:286/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 94.55s | 弾数:285/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 94.67s | 弾数:284/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 94.77s | 弾数:283/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 94.87s | 弾数:282/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 94.97s | 弾数:281/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 95.07s | 弾数:280/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 95.17s | 弾数:279/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 95.27s | 弾数:278/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Burst] Activate!
[Buff] キロ: HP to ATK conversion (0.05)
[Skill Dmg] 時間: 95.35s | 名前:バースト: プライオリタイズ_Stage_1    | Dmg:   605,544 | Hits:1 | Buffs:shield:0.21 | conversion_hp_to_atk:0.05
[Shoot] 時間: 95.35s | 弾数:277/300 | Pellets: 1 | Dmg:     8,792 | Buffs: shield:0.21 | conversion_hp_to_atk:0.05
[Shoot] 時間: 95.43s | 弾数:276/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 95.52s | 弾数:275/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 95.60s | 弾数:274/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 95.68s | 弾数:273/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 95.77s | 弾数:272/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 95.85s | 弾数:271/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 95.93s | 弾数:270/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.02s | 弾数:269/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.10s | 弾数:268/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.18s | 弾数:267/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.27s | 弾数:266/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.35s | 弾数:265/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.43s | 弾数:264/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.52s | 弾数:263/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.58s | 弾数:262/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.65s | 弾数:261/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.72s | 弾数:260/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.78s | 弾数:259/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.85s | 弾数:258/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.92s | 弾数:257/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 96.98s | 弾数:256/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 97.05s | 弾数:255/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.12s | 弾数:254/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.18s | 弾数:253/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.25s | 弾数:252/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.32s | 弾数:251/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.38s | 弾数:250/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 97.45s | 弾数:249/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.52s | 弾数:248/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.58s | 弾数:247/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.65s | 弾数:246/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.72s | 弾数:245/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.78s | 弾数:244/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.85s | 弾数:243/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.92s | 弾数:242/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 97.98s | 弾数:241/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 98.05s | 弾数:240/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.12s | 弾数:239/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 98.18s | 弾数:238/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.25s | 弾数:237/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.32s | 弾数:236/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.38s | 弾数:235/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.45s | 弾数:234/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.52s | 弾数:233/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.57s | 弾数:232/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.62s | 弾数:231/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.67s | 弾数:230/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.72s | 弾数:229/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 98.77s | 弾数:228/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 98.82s | 弾数:227/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 98.87s | 弾数:226/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.92s | 弾数:225/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 98.97s | 弾数:224/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 99.02s | 弾数:223/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 99.07s | 弾数:222/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 99.12s | 弾数:221/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 99.17s | 弾数:220/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 99.22s | 弾数:219/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 99.27s | 弾数:218/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 99.32s | 弾数:217/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 99.37s | 弾数:216/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 99.42s | 弾数:215/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 99.47s | 弾数:214/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 99.52s | 弾数:213/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 99.57s | 弾数:212/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
