[Shoot] 時間:  0.22s | 弾数:299/300 | Pellets: 1 | Dmg:     2,967 | Buffs: None
[Shoot] 時間:104.97s | 弾数:132/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.00s | 弾数:131/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.03s | 弾数:130/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.07s | 弾数:129/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.10s | 弾数:128/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.13s | 弾数:127/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.17s | 弾数:126/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.20s | 弾数:125/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.23s | 弾数:124/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.27s | 弾数:123/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.30s | 弾数:122/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.33s | 弾数:121/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.37s | 弾数:120/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.40s | 弾数:119/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.43s | 弾数:118/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.47s | 弾数:117/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.50s | 弾数:116/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.53s | 弾数:115/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.57s | 弾数:114/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.60s | 弾数:113/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.63s | 弾数:112/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.67s | 弾数:111/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.70s | 弾数:110/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.73s | 弾数:109/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.77s | 弾数:108/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.80s | 弾数:107/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.83s | 弾数:106/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.87s | 弾数:105/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.90s | 弾数:104/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.93s | 弾数:103/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:105.97s | 弾数:102/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.00s | 弾数:101/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.03s | 弾数:100/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.07s | 弾数: 99/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.10s | 弾数: 98/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.13s | 弾数: 97/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.17s | 弾数: 96/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.20s | 弾数: 95/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.23s | 弾数: 94/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.27s | 弾数: 93/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.30s | 弾数: 92/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.33s | 弾数: 91/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.37s | 弾数: 90/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.40s | 弾数: 89/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.43s | 弾数: 88/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.47s | 弾数: 87/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.50s | 弾数: 86/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.53s | 弾数: 85/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.57s | 弾数: 84/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.60s | 弾数: 83/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.63s | 弾数: 82/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.67s | 弾数: 81/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.70s | 弾数: 80/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.73s | 弾数: 79/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.77s | 弾数: 78/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.80s | 弾数: 77/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.83s | 弾数: 76/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.87s | 弾数: 75/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.90s | 弾数: 74/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.93s | 弾数: 73/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:106.97s | 弾数: 72/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.00s | 弾数: 71/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.03s | 弾数: 70/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.07s | 弾数: 69/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.10s | 弾数: 68/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.13s | 弾数: 67/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.17s | 弾数: 66/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.20s | 弾数: 65/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.23s | 弾数: 64/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.27s | 弾数: 63/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.30s | 弾数: 62/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.33s | 弾数: 61/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.37s | 弾数: 60/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.40s | 弾数: 59/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.43s | 弾数: 58/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.47s | 弾数: 57/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.50s | 弾数: 56/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.53s | 弾数: 55/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.57s | 弾数: 54/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.60s | 弾数: 53/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.63s | 弾数: 52/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.67s | 弾数: 51/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.70s | 弾数: 50/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.73s | 弾数: 49/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.77s | 弾数: 48/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.80s | 弾数: 47/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.83s | 弾数: 46/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.87s | 弾数: 45/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.90s | 弾数: 44/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.93s | 弾数: 43/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:107.97s | 弾数: 42/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.00s | 弾数: 41/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.03s | 弾数: 40/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.07s | 弾数: 39/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.10s | 弾数: 38/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.13s | 弾数: 37/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.17s | 弾数: 36/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.20s | 弾数: 35/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.23s | 弾数: 34/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.27s | 弾数: 33/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.30s | 弾数: 32/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.33s | 弾数: 31/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.37s | 弾数: 30/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.40s | 弾数: 29/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.43s | 弾数: 28/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.47s | 弾数: 27/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.50s | 弾数: 26/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.53s | 弾数: 25/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.57s | 弾数: 24/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.60s | 弾数: 23/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.63s | 弾数: 22/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.67s | 弾数: 21/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.70s | 弾数: 20/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.73s | 弾数: 19/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.77s | 弾数: 18/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.80s | 弾数: 17/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.83s | 弾数: 16/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.87s | 弾数: 15/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.90s | 弾数: 14/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.93s | 弾数: 13/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:108.97s | 弾数: 12/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.00s | 弾数: 11/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.03s | 弾数: 10/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.07s | 弾数:  9/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.10s | 弾数:  8/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.13s | 弾数:  7/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.17s | 弾数:  6/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.20s | 弾数:  5/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.23s | 弾数:  4/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.27s | 弾数:  3/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.30s | 弾数:  2/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.33s | 弾数:  1/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:109.37s | 弾数:  0/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Action] Reloading... (150 frames)
[Buff] Applied S1: パイレーツハート_Stage_0 (hit_rate_buff: -0.2) to マスト：ロマンチックメイド
[Buff] Applied S1: パイレーツハート_Stage_1 (crit_rate_buff: 0.2005) to マスト：ロマンチックメイド
[Buff] Applied S1: パイレーツハート_Stage_2 (atk_buff_fixed: 7461.7114) to マスト：ロマンチックメイド
[Burst] Activate!
