[Shoot] 時間:  0.22s | 弾数:119/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 96.42s | 弾数: 75/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 96.47s | 弾数: 74/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 96.52s | 弾数: 73/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 96.57s | 弾数: 72/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 96.62s | 弾数: 71/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 96.67s | 弾数: 70/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 96.72s | 弾数: 69/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 96.77s | 弾数: 68/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 96.82s | 弾数: 67/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 96.87s | 弾数: 66/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 96.92s | 弾数: 65/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 96.97s | 弾数: 64/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 97.02s | 弾数: 63/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.07s | 弾数: 62/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.12s | 弾数: 61/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 97.17s | 弾数: 60/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.22s | 弾数: 59/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.27s | 弾数: 58/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.32s | 弾数: 57/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.37s | 弾数: 56/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.42s | 弾数: 55/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.47s | 弾数: 54/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.52s | 弾数: 53/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 97.57s | 弾数: 52/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.62s | 弾数: 51/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.67s | 弾数: 50/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 97.72s | 弾数: 49/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.77s | 弾数: 48/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.82s | 弾数: 47/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 97.87s | 弾数: 46/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.92s | 弾数: 45/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 97.97s | 弾数: 44/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.02s | 弾数: 43/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 98.07s | 弾数: 42/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 98.12s | 弾数: 41/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.17s | 弾数: 40/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.22s | 弾数: 39/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.27s | 弾数: 38/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.32s | 弾数: 37/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.37s | 弾数: 36/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.42s | 弾数: 35/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.47s | 弾数: 34/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.52s | 弾数: 33/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.57s | 弾数: 32/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 98.62s | 弾数: 31/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.67s | 弾数: 30/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.72s | 弾数: 29/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.77s | 弾数: 28/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.82s | 弾数: 27/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.87s | 弾数: 26/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.92s | 弾数: 25/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 98.97s | 弾数: 24/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.02s | 弾数: 23/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 99.07s | 弾数: 22/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.12s | 弾数: 21/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.17s | 弾数: 20/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.22s | 弾数: 19/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.27s | 弾数: 18/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.32s | 弾数: 17/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.37s | 弾数: 16/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 99.42s | 弾数: 15/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.47s | 弾数: 14/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.52s | 弾数: 13/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.57s | 弾数: 12/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 99.62s | 弾数: 11/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 99.67s | 弾数: 10/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.72s | 弾数:  9/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.77s | 弾数:  8/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 99.82s | 弾数:  7/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.87s | 弾数:  6/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 99.92s | 弾数:  5/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 99.97s | 弾数:  4/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:100.02s | 弾数:  3/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:100.07s | 弾数:  2/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:100.12s | 弾数:  1/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:100.17s | 弾数:  0/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.0486)
[Shoot] 時間:102.05s | 弾数:119/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:102.10s | 弾数:118/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.15s | 弾数:117/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.20s | 弾数:116/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.25s | 弾数:115/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.30s | 弾数:114/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.35s | 弾数:113/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:102.40s | 弾数:112/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:102.45s | 弾数:111/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.50s | 弾数:110/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.55s | 弾数:109/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:102.60s | 弾数:108/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.65s | 弾数:107/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.70s | 弾数:106/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.75s | 弾数:105/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.80s | 弾数:104/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.85s | 弾数:103/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.90s | 弾数:102/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:102.95s | 弾数:101/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.00s | 弾数:100/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.05s | 弾数: 99/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.10s | 弾数: 98/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.15s | 弾数: 97/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:103.20s | 弾数: 96/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.25s | 弾数: 95/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.30s | 弾数: 94/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.35s | 弾数: 93/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:103.40s | 弾数: 92/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.45s | 弾数: 91/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.50s | 弾数: 90/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.55s | 弾数: 89/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:103.60s | 弾数: 88/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:103.65s | 弾数: 87/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.70s | 弾数: 86/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.75s | 弾数: 85/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:103.80s | 弾数: 84/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.85s | 弾数: 83/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:103.90s | 弾数: 82/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:103.95s | 弾数: 81/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.00s | 弾数: 80/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.05s | 弾数: 79/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.10s | 弾数: 78/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.15s | 弾数: 77/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:104.20s | 弾数: 76/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.25s | 弾数: 75/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:104.30s | 弾数: 74/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:104.35s | 弾数: 73/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.40s | 弾数: 72/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.45s | 弾数: 71/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:104.50s | 弾数: 70/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:104.55s | 弾数: 69/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.60s | 弾数: 68/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.65s | 弾数: 67/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.70s | 弾数: 66/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.75s | 弾数: 65/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.80s | 弾数: 64/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.85s | 弾数: 63/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:104.90s | 弾数: 62/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:104.95s | 弾数: 61/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.0969)
[Shoot] 時間:105.00s | 弾数: 60/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Burst] Activate!
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.297)
[Shoot] 時間:105.05s | 弾数: 59/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.10s | 弾数: 58/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.15s | 弾数: 57/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.20s | 弾数: 56/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.25s | 弾数: 55/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.30s | 弾数: 54/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:105.35s | 弾数: 53/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.40s | 弾数: 52/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.45s | 弾数: 51/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.50s | 弾数: 50/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.55s | 弾数: 49/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.60s | 弾数: 48/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:105.65s | 弾数: 47/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.70s | 弾数: 46/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:105.75s | 弾数: 45/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:105.80s | 弾数: 44/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.85s | 弾数: 43/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.90s | 弾数: 42/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:105.95s | 弾数: 41/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.00s | 弾数: 40/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.05s | 弾数: 39/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.10s | 弾数: 38/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.15s | 弾数: 37/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.20s | 弾数: 36/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.25s | 弾数: 35/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.30s | 弾数: 34/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.35s | 弾数: 33/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.40s | 弾数: 32/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.45s | 弾数: 31/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:106.50s | 弾数: 30/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.55s | 弾数: 29/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.60s | 弾数: 28/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.65s | 弾数: 27/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.70s | 弾数: 26/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.75s | 弾数: 25/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.80s | 弾数: 24/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.85s | 弾数: 23/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.90s | 弾数: 22/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:106.95s | 弾数: 21/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.00s | 弾数: 20/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.05s | 弾数: 19/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.10s | 弾数: 18/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.15s | 弾数: 17/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.20s | 弾数: 16/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.25s | 弾数: 15/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.30s | 弾数: 14/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.35s | 弾数: 13/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.40s | 弾数: 12/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.45s | 弾数: 11/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.50s | 弾数: 10/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:107.55s | 弾数:  9/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.60s | 弾数:  8/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:107.65s | 弾数:  7/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.70s | 弾数:  6/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.75s | 弾数:  5/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:107.80s | 弾数:  4/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:107.85s | 弾数:  3/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:107.90s | 弾数:  2/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:107.95s | 弾数:  1/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:108.00s | 弾数:  0/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.0486)
[Shoot] 時間:109.88s | 弾数:119/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:109.93s | 弾数:118/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:109.98s | 弾数:117/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.03s | 弾数:116/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:110.08s | 弾数:115/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.13s | 弾数:114/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:110.18s | 弾数:113/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:110.23s | 弾数:112/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.28s | 弾数:111/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.33s | 弾数:110/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:110.38s | 弾数:109/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.43s | 弾数:108/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.48s | 弾数:107/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.53s | 弾数:106/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.58s | 弾数:105/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:110.63s | 弾数:104/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.68s | 弾数:103/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.73s | 弾数:102/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:110.78s | 弾数:101/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.83s | 弾数:100/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.88s | 弾数: 99/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.93s | 弾数: 98/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:110.98s | 弾数: 97/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.03s | 弾数: 96/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.08s | 弾数: 95/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.13s | 弾数: 94/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.18s | 弾数: 93/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:111.23s | 弾数: 92/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.28s | 弾数: 91/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.33s | 弾数: 90/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.38s | 弾数: 89/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.43s | 弾数: 88/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.48s | 弾数: 87/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.53s | 弾数: 86/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.58s | 弾数: 85/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.63s | 弾数: 84/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:111.68s | 弾数: 83/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:111.73s | 弾数: 82/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.78s | 弾数: 81/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.83s | 弾数: 80/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.88s | 弾数: 79/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.93s | 弾数: 78/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:111.98s | 弾数: 77/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.03s | 弾数: 76/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:112.08s | 弾数: 75/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.13s | 弾数: 74/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.18s | 弾数: 73/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:112.23s | 弾数: 72/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.28s | 弾数: 71/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.33s | 弾数: 70/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.38s | 弾数: 69/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.43s | 弾数: 68/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.48s | 弾数: 67/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.53s | 弾数: 66/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.58s | 弾数: 65/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.63s | 弾数: 64/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:112.68s | 弾数: 63/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:112.73s | 弾数: 62/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.78s | 弾数: 61/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.83s | 弾数: 60/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.88s | 弾数: 59/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.93s | 弾数: 58/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:112.98s | 弾数: 57/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
